grid_size_m,cells_with_streets,median_coverage_pct,p25_coverage_pct,p75_coverage_pct,cells_with_at_least_1km,median_coverage_pct_cells_1km
250.0,287,44.525623236546195,23.09683031260196,66.6282807970836,220,41.04013081813609
500.0,86,47.76555178788893,32.104054699256665,65.84642385778626,75,46.01328810890477
1000.0,30,45.89405859976618,36.586710753133076,66.60923108131774,26,44.04255748496892
